productCode,sitePatra,siteSKG1,siteSKG2,productNameGreek,productNameEnglish,productDescriptionGreek,productDescriptionEnglish,productAccompanyGreek,productAccompanyEnglish,extraPricingGreek,extraPricingEnglish,CatalogueCategoryGreek,CatalogueCategoryEnglish,pricePatra,priceSKG1,priceSKG2,CALORIES,SUGARFREE,LOW CALORIES,VEGAN,LOW  GLUTEN,NO FLOUR,NO BUTTER,HIGH PROTEIN
p0089,TRUE,FALSE,FALSE,Πορτοκάλι,Orange juice,,,,,,,ΤΣΑΙ ΒΟΤΑΝΑ ΦΥΣΙΚΟΙ ΧΥΜΟΙ,#N/A,3.8,4.8,5.8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0090,TRUE,FALSE,FALSE,Βιολογικός χυμός ρόδι,Organic pomegranate juice,,,,,,,ΤΣΑΙ ΒΟΤΑΝΑ ΦΥΣΙΚΟΙ ΧΥΜΟΙ,#N/A,4,5,6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0091,TRUE,FALSE,FALSE,"Πορτοκάλι, τζίντζερ, κιτρινόριζα","Orange juice, ginger, turmeric",,,,,,,ΤΣΑΙ ΒΟΤΑΝΑ ΦΥΣΙΚΟΙ ΧΥΜΟΙ,#N/A,4,5,6,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0092,TRUE,FALSE,FALSE,"Πορτοκάλι, ρόδι, acai berry","Orange juice, pomegranate, acai berry",,,,,,,ΤΣΑΙ ΒΟΤΑΝΑ ΦΥΣΙΚΟΙ ΧΥΜΟΙ,#N/A,4.2,5.2,6.2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0093,TRUE,FALSE,FALSE,"Μπανάνα, μήλο, σπανάκι","Banana, apple, spinach",,,,,,,ΤΣΑΙ ΒΟΤΑΝΑ ΦΥΣΙΚΟΙ ΧΥΜΟΙ,#N/A,4.2,5.2,6.2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0094,TRUE,FALSE,FALSE,Φυσικός χυμός με φρούτα εποχής,Fresh juice with seasonal fruits,,,,,,,ΤΣΑΙ ΒΟΤΑΝΑ ΦΥΣΙΚΟΙ ΧΥΜΟΙ,#N/A,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0095,TRUE,FALSE,TRUE,Antioxidant Boost – Acai Berry,Antioxidant Boost – Acai Berry,"Βατόμουρα, σμέουρα, acai berry, μπανάνα, πορτοκάλι, γάλα κάρυδας,
βιολογικό νέκταρ αγαύης","Blackberries, raspberries, acai berry, banana, orange, coconut yogurt, organic
agave nectar",3G OF PROTEIN,,,,SMOOTHIES / SPRITZS,#N/A,5,6,7,260,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
p0096,TRUE,FALSE,TRUE,Protein Boost – 38g of organic protein,Protein Boost – 38g of organic protein,"Μπανάνα, κακάο, γάλα, γιαούρτι, βιολογικό νέκταρ αγαύης, φυστικοβούτυρο,
πρωτεΐνη από βλαστούς ολικού καστανού ρυζιού και αρακά με πλήρες αμινοξεϊκό προφίλ για 100% αφομοίωση. ","Banana, cacao, milk, yogurt, organic agave nectar, peanut butter,
protein from whole brown rice and pea with a complete
amino acid profile for 100% absorption",Vegan επιλογή 380 kcal | 30g of protein, Vegan choice 380kcal 30g of protein,,,SMOOTHIES / SPRITZS,#N/A,5,6,7,420,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
p0097,TRUE,FALSE,TRUE,"Metabolic Boost, Yellow","Metabolic Boost, Yellow","Μάνγκο, σπόροι chia, γάλα καρύδας, ginger βιολογικό νέκταρ αγαύης","Mango, chia seeds, coconut milk, ginger, organic agave nectar",2G OF PROTEIN,,,,SMOOTHIES / SPRITZS,#N/A,5,6,7,180,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
p0098,TRUE,FALSE,TRUE,Zero Spritz Aperitivo,Zero Spritz Aperitivo,"Martini non Alcohol, grapefruit soda 0%","Martini non Alcohol, grapefruit soda 0%",,,,,SMOOTHIES / SPRITZS,#N/A,5.5,6.5,7.5,32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0099,TRUE,FALSE,TRUE,Sunrise Mimosa,Sunrise Mimosa,"Prosecco, χυμός πορτοκάλι, χυμός ρόδι","Prosecco, orange juice, pomegranate juice",,,,,SMOOTHIES / SPRITZS,#N/A,6,7,8,118,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0100,TRUE,FALSE,TRUE,Aperol Spritz,Aperol Spritz,"Aperol, Prosecco, Soda Water","Aperol, Prosecco, Soda Water",,,,,SMOOTHIES / SPRITZS,#N/A,6.5,7.5,8.5,158,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0101,TRUE,TRUE,TRUE,Margarita Regular or Frozen,Margarita Regular or Frozen,"Tequila, Cointreau, Lime, Agave nectar","Tequila, Cointreau, Lime, Agave nectar",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0102,TRUE,TRUE,TRUE,Mojito,Mojito,"White Rum, Lime, Brown Sugar, Mint, Soda Water","White Rum, Lime, Brown Sugar, Mint, Soda Water",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0103,TRUE,FALSE,TRUE,Paloma,Paloma,"Tequila Blanco, agave nectar, grapefruit soda, lime","Tequila Blanco, agave nectar, grapefruit soda, lime",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0104,TRUE,FALSE,TRUE,Negroni,Negroni,"Gin, Campari, sweet Vermouth","Gin, Campari, sweet Vermouth",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0105,TRUE,FALSE,TRUE,Mai Tai,Mai Tai,"White Rum, Cointreau, Orgeat, Lime","White Rum, Cointreau, Orgeat, Lime",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0106,TRUE,FALSE,TRUE,Anàna Southside,Anàna Southside,"Gin, Lime, Agave Syrup, Pineapple puree, Mint","Gin, Lime, Agave Syrup, Pineapple puree, Mint",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0107,TRUE,FALSE,TRUE,Bitter Rose Mai Tai,Bitter Rose Mai Tai,"Campari, White Rum, Cointreau, Orgeat, Lime","Campari, White Rum, Cointreau, Orgeat, Lime",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0108,TRUE,FALSE,TRUE,Basil Smash,Basil Smash,"Gin, Lime, basil","Gin, Lime, basil",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0109,TRUE,FALSE,TRUE,Drinks,Drinks,"Gin, vodka, whisky, tequila, rum","Gin, vodka, whisky, tequila, rum",,,,,COCKTAILS,#N/A,8,9,10,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0110,TRUE,FALSE,TRUE,Estrella Damm Barcelona Draf,Estrella Damm Barcelona Draf,"Ποτήρι 400ml, Alcohol 4,6%","Glass 400ml, Alcohol 4,6%",,,,,ΜΠΥΡΕΣ,BEER,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0111,TRUE,FALSE,TRUE,Estrella Damm Daura Gluten Free,Estrella Damm Daura Gluten Free,"Φιάλη 330ml, Alcohol 5.4%","Bottle 330ml, Alcohol 5.4%",,,,,ΜΠΥΡΕΣ,BEER,5.5,6.5,7.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0112,TRUE,FALSE,TRUE,Noctua Head Twister Pale Ale,Noctua Head Twister Pale Ale,"Φιάλη 330ml, Alcohol 5,6%","Botlle 330ml, Alcohol 5,6%",,,,,ΜΠΥΡΕΣ,BEER,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0113,TRUE,FALSE,TRUE,Noctua Insomnia India Pale Ale,Noctua Insomnia India Pale Ale,"Φιάλη 330ml, Alcohol 5,8%","Botlle 330ml, Alcohol 5,8%",,,,,ΜΠΥΡΕΣ,BEER,4.8,5.8,6.8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0114,TRUE,FALSE,TRUE,Noctua Endangered New England IPA,Noctua Endangered New England IPA,"Φιάλη 330ml, Alcohol 5,6%","Botlle 330ml, Alcohol 5,6%",,,,,ΜΠΥΡΕΣ,BEER,4.8,5.8,6.8,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0115,TRUE,FALSE,TRUE,Noctua Black IPA Night Vision,Noctua Black IPA Night Vision,"Φιάλη 330ml, Alcohol 7,2%","Botlle 330ml, Alcohol 7,2%",,,,,ΜΠΥΡΕΣ,BEER,5.5,6.5,7.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0116,TRUE,FALSE,TRUE,Valtinger Chalkidiki Pilsner,Valtinger Chalkidiki Pilsner,"Φιάλη 330ml, Alcohol 5,4%","Botlle 330ml, Alcohol 5,4%",,,,,ΜΠΥΡΕΣ,BEER,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0117,TRUE,FALSE,TRUE,Blame the Sun Bum Beach,Blame the Sun Bum Beach,"Tropic ale με ginger, τροπικά φρούτα και επίγευση lime
Φιάλη 330ml, Alcohol 5%","Tropic ale with ginger, tropical fruits and lime after-taste
Bottle 330ml, Alcohol 5%",,,,,ΜΠΥΡΕΣ,BEER,5,6,7,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0118,TRUE,FALSE,TRUE,Corona,Corona,Φιάλη 355ml Alcohol 4.5%,Bottle 355ml Alcohol 4.5%,,,,,ΜΠΥΡΕΣ,BEER,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0119,TRUE,FALSE,TRUE,Μάμος Pilsner,Mamos Pilsner,"Φιάλη 330ml, Alcohol 5%","Bottle 330ml, Alcohol 5%",,,,,ΜΠΥΡΕΣ,BEER,4.3,5.3,6.3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0120,TRUE,FALSE,TRUE,Fix Ανευ,Fix Anef,"Φιάλη 330ml, Alcohol 0.5%, 49,5 Kca","Bottle 330ml, Alcohol 0.5%, 49,5 Kcal",,,,,ΜΠΥΡΕΣ,BEER,3.8,4.8,5.8,39.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0121,TRUE,FALSE,TRUE,"Καλογέρι, Κτήμα Παπαγιαννάκου","Kalogeri, Papagiannakou Estate","Ξηρό, Μαλαγουζιά, Alcohol 12,5%","Dry, Malagouzia, Alcohol 12,5% ",,,,,ΚΡΑΣΙ,WINE,21,22,23,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0122,TRUE,FALSE,TRUE,"Mικρή Κιβωτός, Κτήμα Λαντίδη","Little Arc, Lantides Estate","Ξηρό, Ασύρτικο-Μαλαγουζια, Alcohol 12,5%","Dry, Assyrtiko-Malagouzia, Alcohol 12,5%",,,,,ΚΡΑΣΙ,WINE,20,21,22,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0123,TRUE,FALSE,TRUE,"Chateau Νico Lazaridi, Κτήμα Λαζαρίδη","Chateau Nico Lazaridi, Lazaridi Estate","Ξηρός, Ήπιος, Λευκός, Sauvignon Blanc, Ugni Blanc,
Μοσχάτο Αλεξάνδρειας, Alcohol 12.5%","Dry, mild, white, Sauvignon Blanc, Ugni Blanc,
Moshato Alexandrias, Alcohol 12.5%",,,,,ΚΡΑΣΙ,WINE,17,18,19,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0124,TRUE,FALSE,TRUE,"Avantis, Κτήμα Aβαντίς","Avantis, Avantis Estate","Ξηρό, Viognier-Ασύρτικο, Alcohol 12.5%","Dry, Viognier-Assyrtiko",,,,,ΚΡΑΣΙ,WINE,16,17,18,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0125,TRUE,FALSE,TRUE,"Syrah Single Vineyard Χελώνες, Κτημα ΑΛΦΑ",Alpha Estate Syrah Single Vineyard ‘’Turtles’’,"Ξηρό, Syrah, Alcohol 14%","Dry, Syrah, Alcohol 14%",,,,,ΚΡΑΣΙ,WINE,23,24,25,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0126,TRUE,FALSE,TRUE,"Μπλε Τρακτέρ, Κτήμα Κυρ Γιάννη","Ble Tracter, Kir-Yianni Estate","Ξηρό, Cabernet Sauvignon, Merlot, Syrah, Alcohol 13,5%","Dry, Cabernet Sauvignon, Merlot, Syrah, Alcohol 13,5%",,,,,ΚΡΑΣΙ,WINE,18,19,20,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0127,TRUE,FALSE,TRUE,"Merlot, Porto Carras","Merlot, Porto Carras","Ξηρό, Merlot","Dry, Merlot",,,,,ΚΡΑΣΙ,WINE,17,18,19,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0128,TRUE,FALSE,TRUE,"Λαλίκος Variete, Ορεινοί Αμπελώνες Λαλίκου",Lalikos Mountain Vineyards Varieté,"Ημίγλυκο, Grenache rouge, Alcohol 11,5%","Semi sweet, Grenache rouge, Alcohol 11,5%",,,,,ΚΡΑΣΙ,WINE,17,18,19,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0129,TRUE,FALSE,TRUE,"Aκακίες, Κτημα Κυρ Γιάννη","Akakies, Kir-Yianni Estate","Ξηρό, Ξινόμαυρο, Alcohol 12,6%","Dry, Xinomavro, Alcohol 12,6%",,,,,ΚΡΑΣΙ,WINE,16,17,18,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0130,TRUE,FALSE,TRUE,"(Λευκό) Avantis, Κτήμα Aβαντίς","(White) Avantis, Avantis Estate","Ξηρό, Viognier-Ασύρτικο, Alcohol 12,5%","Dry, Viognier-Assyrtikov, Alcohol 12,5%",,,,,ΚΡΑΣΙ,WINE,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0131,TRUE,FALSE,TRUE,"(Κόκκινο) Merlot, Porto Carras","(Red) Merlot, Porto Carras","Ξηρό, Merlot","Dry, Merlot",,,,,ΚΡΑΣΙ,WINE,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0132,TRUE,FALSE,TRUE,"(Ροζέ) Aκακίες, Κτημα Κυρ Γιάννη","(Rose) Akakies, Kir-Yianni Estate","Ξηρό, Ξινόμαυρο, Alcohol 12,6%","Dry, Xinomavro, Alcohol 12,6%",,,,,ΚΡΑΣΙ,WINE,4.5,5.5,6.5,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0133,TRUE,FALSE,TRUE,Espresso μονός,Espresso single shot,,,,,,,BLACK COFFEES,BLACK COFFEES,"Coffee House:2.4,Blend Single Estate:2.7","Coffee House:2.4,Blend Single Estate:2.7","Coffee House:2.4,Blend Single Estate:2.7",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0134,TRUE,FALSE,TRUE,Espresso διπλός,Espresso double shot,,,,,,,BLACK COFFEES,BLACK COFFEES,"Coffee House:3.2,Blend Single Estate:3.5","Coffee House:3.2,Blend Single Estate:3.5","Coffee House:3.2,Blend Single Estate:3.5",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0135,TRUE,FALSE,TRUE,Americano,Americano,,,,,,,BLACK COFFEES,BLACK COFFEES,"Coffee House:3.2,Blend Single Estate:3.5","Coffee House:3.2,Blend Single Estate:3.5","Coffee House:3.2,Blend Single Estate:3.5",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0136,TRUE,FALSE,TRUE,Espresso Freddo,Espresso Freddo,,,,,,,BLACK COFFEES,BLACK COFFEES,"Coffee House:3.5,Blend Single Estate:3.8","Coffee House:3.5,Blend Single Estate:3.8","Coffee House:3.5,Blend Single Estate:3.8",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0137,TRUE,FALSE,TRUE,Filter V60/ORIGAMI,Filter V60/ORIGAMI,,,,,,,BLACK COFFEES,BLACK COFFEES,"Coffee House:-,Blend Single Estate:4","Coffee House:-,Blend Single Estate:4","Coffee House:-,Blend Single Estate:4",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0138,TRUE,FALSE,TRUE,Cold Brew,Cold Brew,,,,,,,BLACK COFFEES,BLACK COFFEES,"Coffee House:-,Blend Single Estate:4","Coffee House:-,Blend Single Estate:4","Coffee House:-,Blend Single Estate:4",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0139,TRUE,FALSE,TRUE,Cappuccino μονός,Cappuccino single shot,,,,,,,WHITE COFFEES,WHITE COFFEES,"Coffee House:3.5,Blend Single Estate:3.8","Coffee House:3.5,Blend Single Estate:3.8","Coffee House:3.5,Blend Single Estate:3.8",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0140,TRUE,FALSE,TRUE,Cappuccino διπλός,Cappuccino double shot,,,,,,,WHITE COFFEES,WHITE COFFEES,"Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0141,TRUE,FALSE,TRUE,Latte,Latte,,,,,,,WHITE COFFEES,WHITE COFFEES,"Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0142,TRUE,FALSE,TRUE,Cappuccino Freddo,Cappuccino Freddo,,,,,,,WHITE COFFEES,WHITE COFFEES,"Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0143,TRUE,FALSE,TRUE,Flat White,Flat White,,,,,,,WHITE COFFEES,WHITE COFFEES,"Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1","Coffee House:3.9,Blend Single Estate:4.1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
p0144,TRUE,FALSE,TRUE,Macchiato,Macchiato,,,,,,,WHITE COFFEES,WHITE COFFEES,"Coffee House:2.6,Blend Single Estate:2.9","Coffee House:2.6,Blend Single Estate:2.9","Coffee House:2.6,Blend Single Estate:2.9",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE